16
965 1635
354 247 645
722 367 704
45 503 644
597 644 211
187 377 880
143 431 580
542 102 225
354 108 264
244 680 718
512 501 279
164 751 696
88 81 769
477 329 894
377 206 770
810 573 591
447 175 51
480 536 1000
197 644 350
258 771 463
850 500 900
392 471 143
523 820 432
73 23 162
130 324 934
242 758 5
90 375 416
237 516 249
111 641 82
411 62 164
133 557 686
826 795 985
174 665 32
632 212 99
230 543 606
267 173 2
274 102 63
56 212 709
312 21 185
421 770 624
222 779 491
633 589 533
704 204 108
668 553 966
876 538 373
742 384 184
600 685 322
464 133 768
401 172 741
203 216 344
873 648 327
620 658 294
287 147 852
878 359 374
700 217 399
626 869 259
695 665 948
199 225 940
729 77 695
513 611 79
289 103 518
707 846 140
611 245 803
529 503 699
794 619 715
143 411 936
7 306 319
133 140 544
93 704 387
657 791 216
496 754 8
183 813 294
344 206 88
231 463 125
400 489 558
959 1759
337 687 147
423 859 15
905 86 623
515 507 304
769 72 293
275 158 736
447 868 527
133 623 26
684 761 278
639 669 422
569 652 517
35 776 673
439 397 756
621 556 35
18 446 246
212 75 409
899 865 965
739 954 833
664 546 312
946 762 403
694 788 839
541 26 869
351 369 107
231 475 623
694 389 175
580 888 18
595 781 106
956 284 162
647 157 753
941 805 602
716 441 729
46 911 725
843 632 478
204 924 68
692 821 25
163 321 138
42 332 522
700 7 626
102 117 157
148 658 19
825 269 697
191 171 176
399 853 141
660 409 492
873 534 744
570 831 963
911 264 972
780 14 411
70 222 34
494 536 950
857 437 328
512 94 55
442 579 39
721 823 483
191 586 115
381 471 467
529 189 510
1 507 294
646 479 750
305 138 40
907 210 328
598 536 833
260 524 272
809 31 904
761 520 123
392 391 291
275 104 602
98 125 357
219 147 919
111 202 36
234 594 482
24 413 65
354 68 330
838 448 515
520 327 706
183 623 517
147 578 514
226 336 188
389 27 294
710 855 154
764 935 282
105 193 861
739 871 394
327 915 548
300 515 660
370 350 491
904 701 864
409 777 421
571 612 706
468 84 886
489 393 781
331 555 872
269 75 614
959 484 755
692 383 608
205 240 391
686 152 472
663 143 668
160 391 891
158 940 899
545 415 582
448 289 491
522 195 292
725 430 228
573 894 691
373 194 699
269 886 339
820 218 831
769 252 547
268 695 585
4 503 445
261 81 76
96 306 951
917 217 430
744 878 709
312 513 331
752 803 842
98 142 650
925 86 848
599 58 306
463 236 223
935 170 947
36 806 610
44 349 769
866 574 562
237 546 497
526 844 456
564 898 818
836 309 632
632 828 400
157 558 781
305 245 804
855 551 233
881 450 285
903 119 218
212 596 166
282 936 579
670 345 608
385 181 901
25 745 622
477 185 206
225 819 147
434 236 738
436 438 133
51 48 59
862 526 961
836 36 578
822 190 872
376 294 224
461 823 404
479 257 677
550 492 684
722 174 497
519 78 830
941 254 225
640 150 581
944 542 964
351 168 211
291 727 401
611 830 823
818 330 547
388 349 22
766 78 408
22 627 598
285 82 372
728 231 602
770 942 454
519 470 645
764 904 1000
944 828 900
323 175 482
408 439 219
717 815 215
633 292 146
444 150 288
402 92 853
926 152 536
954 726 635
285 807 110
138 307 66
248 783 951
434 293 249
456 532 61
225 485 549
567 486 981
6 455 248
239 191 98
342 253 668
664 516 91
959 21 976
391 817 114
719 263 730
771 89 269
780 118 545
943 285 954
50 303 194
684 506 299
821 523 353
498 332 992
146 740 396
723 726 839
870 323 935
571 469 607
553 487 182
405 63 670
796 697 488
587 645 431
547 641 996
648 347 493
15 946 8
148 227 677
305 94 502
690 499 332
840 348 406
414 150 610
913 403 890
528 299 742
155 548 668
765 943 650
193 588 842
179 689 716
287 801 535
900 711 389
174 898 497
904 868 975
94 519 191
446 141 476
916 489 441
892 478 137
145 511 201
581 935 657
907 154 905
752 181 404
677 596 799
710 717 326
672 483 422
232 846 130
680 479 327
658 333 444
99 892 799
289 212 820
922 789 144
430 93 829
598 374 612
656 959 240
297 248 558
266 951 608
384 408 567
876 383 676
82 60 181
445 25 396
910 332 938
21 257 927
409 96 660
453 652 190
584 203 333
452 123 982
538 240 869
786 497 537
490 139 166
773 300 587
944 811 570
621 361 190
501 99 135
801 456 336
90 448 683
346 237 229
902 376 874
165 776 651
597 64 906
103 650 119
956 831 26
152 349 156
696 110 8
741 274 988
951 83 252
26 50 14
697 637 871
814 232 152
483 714 18
642 449 664
578 540 269
945 234 867
799 546 87
872 361 666
753 599 411
25 588 237
113 112 475
818 900 614
364 28 681
407 216 308
796 192 988
173 186 56
671 474 503
260 850 955
155 159 160
577 843 978
868 528 895
343 48 374
620 488 459
760 290 586
424 577 9
624 168 423
881 159 821
882 640 880
890 804 847
713 697 335
150 941 438
767 218 944
487 149 523
77 15 39
169 733 836
32 654 890
205 931 190
742 425 947
848 863 262
513 638 564
816 513 512
815 311 23
522 355 430
453 773 150
785 83 491
767 122 985
696 638 284
556 449 289
595 102 109
478 251 726
72 245 663
824 45 52
837 340 479
428 353 375
105 540 503
924 324 128
806 319 464
751 40 797
889 497 139
931 554 242
349 37 322
515 347 978
386 358 877
684 917 199
572 173 683
904 863 105
502 55 991
906 368 211
641 136 230
837 587 680
851 268 522
505 722 589
430 341 140
241 711 152
764 616 13
243 854 510
531 101 657
700 375 954
349 608 797
827 591 559
770 750 614
694 421 593
384 94 273
939 840 644
397 634 335
828 626 717
223 50 625
790 498 498
183 894 466
881 103 949
460 924 587
591 2 92
543 773 472
509 132 901
294 320 82
939 930 131
705 415 387
577 98 951
545 60 318
876 742 306
559 456 142
117 701 73
596 313 21
701 765 45
676 301 146
824 203 722
232 683 92
335 562 290
564 801 815
527 305 756
655 8 228
871 723 18
298 459 800
63 777 314
649 141 666
266 637 934
732 929 922
446 434 199
769 577 114
195 308 121
778 1 482
772 762 134
353 399 896
474 686 181
241 87 183
927 154 676
168 922 561
93 257 747
747 102 917
601 554 858
605 486 646
616 241 956
928 632 390
408 842 335
43 751 926
153 472 15
315 655 884
320 565 951
459 437 514
110 528 379
768 666 272
754 30 679
574 293 998
517 715 635
251 334 842
445 958 600
284 243 257
731 168 342
713 443 302
880 254 459
416 223 482
959 770 232
359 885 740
933 230 353
494 364 745
896 566 38
519 632 836
274 794 748
498 502 298
329 730 952
53 238 278
512 904 698
498 653 331
251 733 898
7 193 63
207 149 404
479 405 200
296 683 60
332 736 6
94 264 41
266 186 378
654 824 533
401 890 426
594 780 506
631 205 111
772 625 851
283 451 237
484 268 197
306 471 635
308 403 939
886 541 3
559 326 496
598 722 331
927 769 906
708 476 157
851 283 134
615 674 666
730 248 979
533 703 807
292 425 187
208 733 890
381 273 939
135 33 8
863 663 199
852 487 512
463 132 554
406 542 743
637 174 140
84 457 278
648 471 619
635 908 31
32 103 935
568 26 799
110 200 244
505 541 233
645 172 591
720 883 713
237 618 423
657 498 738
234 909 305
226 428 995
213 348 608
531 93 343
492 312 946
596 153 148
493 507 85
5 113 577
685 602 740
189 101 551
319 458 187
106 431 715
25 620 964
15 842 897
401 23 406
690 100 489
269 95 522
844 558 797
853 458 637
104 780 808
730 662 933
818 621 746
814 531 214
536 289 756
947 750 688
310 96 225
601 596 482
321 938 164
777 739 32
813 352 650
145 547 764
778 599 2
957 190 449
167 328 166
37 160 159
391 835 216
237 369 710
837 264 174
526 548 994
485 653 84
376 722 724
344 305 345
125 685 769
11 873 312
136 24 201
877 167 984
454 651 237
540 806 183
767 581 798
942 159 515
403 374 461
86 835 671
417 943 838
758 174 492
501 959 67
375 628 336
698 404 653
737 50 540
316 426 521
782 634 909
945 35 358
443 765 416
418 52 799
847 876 782
863 746 25
725 262 447
362 459 926
713 869 852
813 235 942
839 401 149
859 669 646
765 471 716
911 273 61
705 144 884
89 435 156
603 613 385
7 317 34
239 768 870
475 196 100
133 220 469
39 429 875
514 808 119
852 26 452
234 128 276
396 519 654
73 820 868
278 337 490
524 86 206
212 231 339
697 97 798
757 737 307
638 245 155
106 255 629
874 626 129
772 607 963
722 442 22
220 864 171
483 559 860
795 630 760
917 43 414
109 415 672
420 802 195
103 940 75
622 168 480
818 872 374
881 374 26
591 152 274
827 115 901
261 27 306
661 726 782
580 775 712
61 123 744
240 689 127
137 182 152
533 148 202
902 267 115
578 462 84
632 659 496
293 423 95
692 317 621
763 591 346
277 30 885
662 443 685
488 825 458
770 12 486
175 409 963
507 241 805
900 504 651
405 280 208
238 871 956
341 940 969
425 16 635
311 297 989
724 239 443
72 687 612
331 318 144
921 386 32
181 281 691
685 633 185
943 288 816
521 725 8
821 260 69
279 6 916
947 226 944
152 781 361
804 529 924
741 933 492
741 339 804
957 534 642
374 187 436
126 7 70
11 534 413
563 338 760
336 163 603
383 341 404
763 540 330
623 424 471
67 215 989
879 939 878
754 113 339
767 132 521
347 3 695
74 583 677
22 365 793
741 181 712
342 642 144
565 887 302
12 697 834
162 831 256
71 426 387
248 4 210
497 760 751
324 461 963
835 919 759
635 57 175
36 593 220
576 708 63
819 176 493
201 98 466
35 96 375
126 842 2
105 65 750
611 912 822
465 225 989
364 949 787
190 710 324
139 589 22
192 742 213
449 875 12
220 680 119
311 494 9
724 236 928
927 398 374
260 738 526
667 279 244
958 392 430
8 9 214
532 482 118
730 271 523
537 521 527
561 944 493
935 385 88
896 927 103
320 470 752
887 525 840
617 449 347
731 12 101
330 707 251
505 947 466
331 748 97
60 5 180
452 561 514
467 692 406
698 500 306
469 526 311
732 697 354
262 753 81
292 797 173
841 121 387
411 167 202
671 260 60
259 917 896
109 802 614
476 480 870
551 325 279
718 395 703
410 924 548
315 913 987
610 767 390
895 519 610
363 533 705
879 31 192
412 494 208
109 128 130
733 767 937
856 870 189
507 950 504
751 32 409
854 195 874
368 620 38
294 586 208
606 685 478
402 283 798
470 203 558
553 733 795
259 844 311
504 778 729
61 371 33
516 580 322
726 319 833
391 13 22
297 225 108
524 899 708
763 448 126
709 710 606
581 466 697
235 225 270
376 560 972
391 198 768
814 708 570
70 474 425
254 129 598
256 43 162
438 462 506
406 330 500
786 83 949
738 402 981
511 263 540
172 501 403
178 391 906
369 479 931
82 78 831
41 410 629
520 17 660
106 602 769
228 26 115
17 479 128
53 422 442
804 922 617
132 420 29
635 945 921
343 504 856
83 638 14
308 431 592
109 407 591
477 478 560
479 86 96
656 53 153
376 746 632
92 853 931
3 281 650
173 835 937
612 760 467
846 443 883
818 924 560
755 594 826
203 247 918
101 579 314
807 627 973
683 81 1000
463 916 265
246 848 853
496 859 449
38 194 710
289 759 919
537 133 72
611 539 126
95 156 601
949 744 381
12 77 685
381 15 573
30 520 451
675 858 347
564 932 480
698 239 763
936 213 430
621 770 708
71 832 399
516 832 611
937 765 906
714 138 718
162 52 794
334 656 235
12 651 807
48 523 589
762 275 784
932 644 147
857 464 595
308 481 668
662 142 535
666 238 702
330 224 210
564 902 346
869 42 293
147 953 367
929 459 715
232 6 306
157 460 631
705 181 469
231 482 838
197 530 910
432 492 267
833 547 12
395 194 248
59 905 417
953 855 581
470 405 475
618 360 773
691 591 299
296 823 124
66 190 7
722 163 216
607 145 326
835 758 222
809 498 986
103 640 569
620 728 954
743 658 742
427 376 818
457 904 589
126 489 777
632 642 505
543 232 439
66 65 439
449 425 438
528 151 770
650 234 941
609 239 600
289 792 256
890 703 783
92 435 962
291 233 66
592 584 770
174 377 602
168 407 836
852 717 306
947 559 280
256 154 459
248 703 54
948 540 488
934 613 19
170 696 246
565 770 237
403 497 682
780 840 203
47 341 896
394 613 614
580 247 313
943 535 333
11 587 950
771 397 101
470 307 212
51 618 873
681 686 853
722 781 614
371 838 860
147 639 949
432 558 579
299 566 473
494 440 988
15 721 505
744 514 393
560 439 531
561 623 177
109 675 819
767 645 395
247 722 492
282 287 770
660 436 737
404 438 372
276 87 275
887 896 476
85 252 677
571 353 707
897 368 744
49 817 390
855 598 431
372 285 155
337 773 875
519 492 381
215 502 350
953 560 924
464 836 391
883 602 917
299 426 793
532 462 208
532 820 652
807 117 149
504 170 41
624 130 757
350 363 356
519 103 74
181 740 310
80 504 260
825 920 180
657 655 398
282 261 758
805 788 192
677 228 264
30 873 450
198 282 994
777 310 987
957 198 712
434 179 969
156 325 265
480 913 79
777 468 53
96 374 503
449 500 966
837 304 635
884 459 62
18 262 59
65 789 140
228 819 153
129 835 839
955 294 64
320 23 935
262 184 619
187 340 648
765 542 631
879 507 487
770 117 754
314 787 130
777 137 780
170 827 997
589 408 172
354 547 675
8 933 698
11 874 555
357 137 556
723 141 227
294 781 745
705 758 490
337 491 39
182 791 699
689 939 207
352 831 19
385 834 884
658 179 326
366 882 846
600 569 800
83 165 129
847 515 905
112 922 310
297 490 364
561 71 910
182 494 576
235 796 911
285 98 5
128 488 863
107 224 886
84 578 761
406 306 470
35 292 274
868 263 355
329 31 820
270 904 480
886 312 734
647 940 414
487 847 91
896 595 94
74 795 727
201 414 304
237 305 167
909 506 989
208 122 859
107 482 178
40 30 566
149 676 679
445 932 520
825 147 460
922 628 928
99 337 946
668 90 789
68 541 500
378 362 223
329 332 83
767 458 660
934 66 31
937 684 520
197 113 97
824 220 245
803 678 687
753 939 799
921 68 865
350 770 162
492 520 65
373 316 493
523 311 465
140 27 789
79 917 672
269 246 153
19 514 112
227 215 864
158 239 178
250 2 407
880 223 797
427 566 466
648 236 81
753 23 895
77 826 980
299 833 852
765 880 406
128 454 18
572 629 814
644 555 293
876 583 904
642 220 184
883 725 132
514 911 814
286 704 507
946 582 943
244 803 641
387 559 350
397 860 829
430 19 102
287 384 679
633 395 520
274 160 864
824 907 705
342 61 291
287 920 306
117 818 962
958 503 425
873 724 858
564 42 332
903 905 312
28 635 15
110 32 966
936 32 337
470 82 258
582 584 640
4 175 556
34 181 819
264 13 704
28 368 104
431 732 217
906 238 39
949 952 521
610 31 310
758 285 981
670 798 486
747 349 280
355 931 515
337 494 419
928 939 583
914 305 823
843 254 108
385 845 675
741 931 355
486 567 96
226 406 333
337 699 4
163 548 177
859 602 782
310 360 615
366 837 554
636 852 915
623 875 159
72 811 287
770 408 969
958 279 157
788 736 791
498 630 652
885 363 721
800 743 838
632 290 15
13 296 366
586 308 501
582 229 560
65 527 146
559 915 859
653 866 609
229 813 297
153 854 325
670 147 648
334 760 308
63 549 971
38 951 332
347 507 614
753 863 614
596 624 623
880 857 994
335 89 322
590 835 167
285 93 636
715 929 51
437 205 876
647 8 254
839 48 874
692 140 395
246 305 683
197 894 180
156 352 755
635 480 85
439 72 154
377 896 400
699 525 170
768 388 508
159 502 59
433 907 945
308 87 387
523 115 123
494 315 246
467 78 178
954 90 355
213 509 671
491 468 785
2 15 825
77 333 463
114 145 806
655 903 922
751 540 459
561 308 732
416 623 986
425 208 267
198 570 473
782 878 598
456 24 389
886 859 15
443 21 818
650 577 51
768 793 634
60 402 764
893 332 470
732 317 553
559 804 913
585 443 515
804 679 769
645 53 476
121 910 120
887 477 726
720 333 139
263 668 655
227 27 14
908 624 670
548 310 855
143 242 612
25 673 915
381 53 228
922 396 720
234 483 196
717 955 324
203 705 603
893 211 819
159 388 237
251 285 74
311 754 978
524 455 773
64 400 527
757 743 319
814 232 232
586 777 967
510 830 250
783 244 24
680 111 706
343 62 925
453 735 844
850 859 506
778 520 866
910 440 794
875 263 960
564 652 741
752 814 4
679 478 8
201 651 849
297 690 112
743 947 489
207 345 151
432 743 755
439 322 187
99 321 454
949 482 869
122 889 74
495 15 541
188 535 235
371 671 327
676 826 498
377 128 541
771 527 897
737 882 947
49 252 705
774 668 164
368 397 973
373 721 555
557 180 63
865 958 344
912 314 105
30 217 796
213 177 760
117 420 885
829 486 846
19 340 832
42 401 569
420 475 231
81 79 349
6 677 429
314 418 389
27 858 134
408 171 1000
917 571 604
229 65 751
332 629 215
331 895 562
846 217 991
810 232 494
244 549 577
546 718 216
337 935 631
680 283 809
931 845 831
310 539 652
579 893 648
72 350 793
97 859 730
842 230 34
87 78 422
787 817 824
800 412 221
507 601 51
37 759 510
808 161 127
157 45 188
384 81 968
724 936 21
279 385 783
464 727 655
390 691 508
549 210 495
590 631 118
209 635 856
50 364 807
56 220 352
106 398 441
42 492 165
828 28 561
424 243 974
1 62 343
64 319 236
379 52 619
872 673 670
483 650 287
318 463 751
551 414 474
217 393 208
151 342 292
305 387 375
959 564 669
251 395 426
949 478 18
423 752 395
550 808 889
670 39 331
58 752 899
471 730 886
720 759 129
235 855 240
213 611 609
48 630 737
485 573 42
227 272 154
443 388 605
183 626 667
70 213 728
790 494 479
905 888 447
872 2 541
633 388 829
369 99 256
947 434 791
513 23 91
180 296 1
201 226 438
933 921 921
925 404 143
142 65 597
412 19 908
280 937 681
178 322 719
438 159 129
609 786 656
306 485 360
308 938 112
587 694 343
490 637 988
44 652 258
649 576 169
684 253 626
26 856 942
12 326 474
652 584 169
910 620 219
593 577 2
169 60 498
552 40 847
232 65 543
768 54 800
695 220 88
928 224 586
223 77 128
631 85 336
771 622 58
111 221 574
35 326 865
577 470 985
635 111 803
642 13 511
571 708 711
750 949 564
844 940 118
90 831 255
413 712 810
51 369 176
757 402 777
157 551 837
269 293 64
550 36 744
539 775 174
818 360 241
239 838 103
645 317 281
18 33 697
183 536 440
655 835 326
492 211 902
443 447 970
569 397 608
430 15 318
368 924 138
648 896 554
659 806 602
115 767 910
76 267 206
78 626 923
28 98 462
84 288 381
647 611 998
561 767 465
247 905 266
487 286 386
118 325 241
475 200 846
291 162 727
800 407 941
745 472 475
286 162 752
355 858 874
258 280 386
482 360 832
226 437 198
213 252 867
848 664 622
901 494 898
547 490 370
45 501 543
770 25 563
684 389 882
591 137 287
959 363 150
290 152 516
690 362 424
333 754 5
160 664 545
666 304 151
794 322 339
90 22 661
614 911 313
229 400 611
832 920 29
488 151 515
682 113 972
151 346 521
31 368 339
874 114 393
273 704 124
638 527 289
834 872 78
332 376 686
26 604 472
244 370 986
635 906 747
166 84 461
786 948 684
476 700 595
365 356 149
201 471 670
211 334 108
291 556 262
647 167 199
474 283 287
480 815 450
236 759 401
869 594 614
289 581 666
396 435 640
833 618 568
848 342 262
259 869 578
911 55 885
635 443 888
60 238 224
644 771 302
927 523 973
479 15 637
330 865 60
763 115 538
232 896 551
575 104 679
54 726 763
741 366 416
34 264 657
484 228 36
764 52 974
871 684 546
519 851 68
877 43 989
398 126 350
208 246 422
457 685 927
679 407 977
649 608 713
553 15 396
594 174 531
897 305 600
206 191 567
166 125 818
634 703 27
385 893 202
120 821 628
352 326 157
40 24 472
380 458 214
430 377 53
929 704 311
290 184 786
508 227 320
812 811 672
596 919 136
903 836 716
929 257 606
197 145 939
920 60 606
440 650 373
295 444 171
696 18 750
525 142 966
817 396 94
370 168 80
495 659 790
106 234 765
152 235 589
511 700 316
13 862 240
592 947 565
114 232 433
374 351 879
59 437 713
809 23 59
77 442 623
591 867 507
482 902 433
675 500 608
37 84 853
604 14 527
831 671 44
659 11 725
857 404 761
106 22 486
7 203 210
76 654 530
88 818 159
270 886 30
623 530 627
370 913 324
237 119 990
949 233 586
190 666 102
932 144 729
584 547 941
27 692 977
905 361 953
78 911 809
64 651 286
837 191 695
831 586 68
110 102 651
15 652 611
681 644 237
626 227 985
257 857 567
195 802 719
935 365 529
877 729 511
775 846 246
650 945 596
383 668 262
498 299 164
31 700 126
501 209 199
866 323 517
291 101 275
286 288 685
755 677 240
950 736 399
498 949 311
713 940 444
358 570 389
746 742 392
370 687 179
413 769 700
280 555 469
845 338 364
712 758 182
931 763 78
363 44 454
445 384 391
604 632 303
354 939 605
830 31 88
495 161 676
242 40 88
221 179 253
191 784 635
549 839 627
427 824 422
205 119 345
836 945 264
259 709 208
202 678 830
2 939 127
534 98 159
333 757 692
75 487 639
856 256 732
398 92 662
479 230 936
758 332 885
470 439 233
53 383 251
844 837 121
321 131 125
39 453 710
161 22 310
148 316 783
72 593 171
84 619 972
362 708 854
21 826 584
850 212 19
539 127 445
694 502 900
895 187 800
23 410 901
240 525 30
579 913 592
824 668 110
513 298 369
661 674 791
287 576 40
41 467 655
525 294 678
884 589 333
560 370 214
770 640 475
739 29 124
904 810 663
266 920 104
281 280 912
179 253 35
683 489 812
743 866 714
406 912 146
557 888 22
185 747 676
847 660 184
151 624 906
725 118 378
271 147 941
925 580 915
655 939 746
432 538 127
600 413 461
738 773 92
122 64 23
47 797 599
860 642 963
44 670 235
737 799 344
671 667 737
728 106 883
363 197 531
82 319 258
708 287 388
68 17 302
680 498 88
57 60 114
710 556 689
430 533 100
739 903 251
354 671 58
374 85 735
339 769 802
161 698 260
223 238 970
145 530 598
594 765 236
381 340 817
831 597 361
208 608 694
941 593 720
315 608 402
817 948 761
736 815 675
287 197 188
884 742 714
647 424 502
287 710 34
484 935 261
594 626 140
747 191 927
621 537 833
926 468 887
771 321 321
312 34 683
96 160 294
645 882 624
84 187 725
3 59 266
203 481 990
857 346 670
938 297 259
493 857 977
740 694 202
363 323 775
847 136 345
565 634 523
343 69 276
785 271 114
572 274 726
690 214 246
678 444 296
326 692 575
228 365 783
476 695 948
6 559 583
780 536 161
55 65 114
902 793 338
779 292 176
711 106 812
133 734 958
291 894 483
676 420 75
907 703 439
781 948 451
182 402 640
246 54 986
707 489 266
751 190 792
888 839 641
500 925 77
21 864 567
117 568 186
798 505 918
236 161 513
789 117 986
266 867 772
89 693 18
441 624 817
488 387 136
127 901 403
513 915 125
936 845 998
241 530 658
699 865 732
955 23 531
213 954 96
731 404 851
902 519 808
270 165 260
927 186 247
852 549 702
682 881 266
398 230 408
446 791 173
877 663 749
336 641 921
601 848 106
915 415 109
472 346 217
859 462 320
702 356 30
849 822 425
161 514 798
323 501 899
788 943 484
796 325 621
834 919 409
351 312 178
544 849 173
422 448 597
804 36 789
335 196 680
886 392 446
280 929 558
555 597 749
308 459 755
562 641 906
884 174 738
148 946 818
482 236 607
98 555 305
831 62 464
928 690 185
672 79 266
912 880 219
908 224 664
170 425 664
172 272 501
168 36 518
94 50 69
397 67 105
263 593 316
753 498 948
621 706 741
264 683 405
47 185 519
308 574 445
94 774 287
52 768 576
171 735 255
696 553 567
682 282 944
980 1855
596 706 345
692 559 539
485 635 451
743 573 256
507 361 195
901 649 940
899 308 731
340 910 228
495 730 26
29 317 792
729 407 608
832 443 943
355 230 194
675 359 382
884 628 85
944 674 649
126 185 469
825 70 41
315 320 83
416 822 384
309 51 131
590 40 494
216 32 485
622 419 557
524 265 550
12 251 625
511 827 446
929 164 993
333 949 116
438 633 66
232 17 535
232 715 873
715 222 923
570 972 482
578 555 309
101 814 144
229 408 110
585 756 903
44 518 22
41 646 877
503 619 969
17 126 286
488 485 604
539 211 116
947 346 478
726 914 236
934 815 125
263 788 863
360 173 493
131 514 541
413 638 980
366 378 729
377 519 486
627 841 379
416 166 295
20 7 730
729 797 91
812 92 424
828 137 616
470 939 790
419 478 298
446 847 985
568 37 695
342 744 825
824 524 4
726 357 677
756 60 525
141 767 865
32 69 36
864 527 144
418 285 983
152 842 675
916 99 62
489 724 801
692 456 232
893 143 197
324 168 150
676 886 996
528 745 985
283 784 854
473 116 796
29 60 298
339 883 541
171 907 466
962 437 158
909 301 287
297 162 968
186 275 603
245 512 845
789 12 191
242 656 828
195 90 732
449 115 217
918 866 746
578 22 112
313 273 495
980 664 513
194 978 186
290 178 166
64 535 935
67 41 988
722 380 368
121 612 205
228 578 145
127 717 665
719 707 32
583 518 988
774 621 20
460 78 712
174 875 933
603 599 921
509 566 88
168 266 997
921 788 432
480 492 416
657 441 443
417 558 795
563 287 277
17 226 280
258 813 428
957 832 29
281 156 692
677 316 146
439 32 593
568 527 611
800 979 355
531 609 709
522 31 83
820 463 573
241 691 506
862 782 514
78 81 488
942 258 242
477 628 147
118 260 845
194 564 270
92 950 663
749 754 479
127 760 3
401 925 520
338 848 78
116 752 667
496 84 409
554 977 778
49 365 934
215 665 281
104 363 49
392 150 34
302 586 466
711 455 648
617 65 256
462 142 832
406 851 879
75 218 807
698 501 51
727 838 513
118 766 294
563 192 108
951 846 815
665 803 584
206 927 690
438 550 98
642 380 582
886 730 186
431 767 785
797 401 852
879 186 792
88 493 252
565 159 148
873 193 489
399 383 779
404 885 345
446 451 542
593 148 19
130 719 771
361 88 733
947 841 809
963 122 328
185 194 313
267 398 870
684 516 38
53 819 762
464 895 55
557 645 770
850 225 542
917 809 680
357 630 280
666 516 494
418 530 624
127 333 53
784 612 284
53 492 660
386 715 96
525 609 921
515 467 178
93 861 535
727 517 324
8 129 409
696 503 833
767 966 124
605 592 674
503 71 496
258 486 875
613 437 78
198 692 153
312 27 32
357 417 160
380 428 384
766 928 764
726 870 729
123 41 546
486 477 97
849 511 61
543 317 427
10 539 911
478 677 62
5 406 567
154 965 443
39 449 325
456 451 702
832 197 79
81 671 636
689 317 427
638 27 241
432 805 90
962 403 283
247 812 579
866 326 797
536 20 482
396 241 232
225 845 683
223 747 462
148 60 529
525 452 999
229 150 547
314 608 563
436 97 671
27 428 205
611 463 728
126 326 815
92 81 865
36 232 407
556 532 836
122 520 220
106 900 199
244 654 35
110 372 904
192 401 447
715 606 163
735 74 391
249 750 111
738 23 162
60 135 440
877 628 79
137 547 508
972 167 117
963 32 45
130 103 42
534 103 572
481 474 855
755 120 614
775 327 693
754 44 690
521 220 682
799 792 435
482 608 738
308 241 868
57 263 238
254 486 680
302 946 266
122 311 90
354 697 492
518 637 769
845 924 865
92 833 100
955 258 345
312 857 537
798 703 664
465 870 681
152 840 458
581 269 688
771 854 997
340 507 330
467 57 398
149 497 226
707 491 794
859 188 491
947 294 98
659 60 658
595 284 762
331 95 999
506 552 856
857 929 98
103 813 999
466 179 723
439 654 720
246 900 730
144 440 748
23 380 282
952 561 141
433 891 815
430 308 96
837 933 733
656 580 321
341 159 154
653 314 319
751 363 644
307 687 45
933 370 257
569 2 715
973 841 901
405 487 965
220 350 761
725 385 97
27 498 378
195 322 899
93 306 503
667 686 306
191 138 125
382 903 325
799 489 735
553 335 146
401 697 655
781 89 367
777 325 410
245 32 32
906 901 839
727 890 314
407 566 512
914 896 364
415 219 165
31 315 187
16 298 447
680 397 768
922 852 635
746 976 259
636 813 203
781 386 909
959 411 128
894 554 780
416 291 680
262 549 525
819 166 71
98 602 860
740 94 317
532 449 646
648 812 482
658 571 227
664 372 549
958 552 432
517 964 997
907 688 877
280 911 285
705 747 153
931 491 740
522 951 514
207 802 284
541 401 268
608 73 904
785 323 261
460 310 177
636 105 943
121 939 324
330 234 763
662 587 993
357 894 368
135 946 264
579 889 602
821 481 674
193 851 290
252 472 287
548 608 514
692 217 820
639 584 663
159 254 871
799 580 917
353 965 539
91 519 454
376 718 733
927 85 545
185 964 567
8 883 637
121 229 641
179 262 847
890 424 369
951 545 970
893 616 530
864 787 943
896 654 553
128 391 799
582 506 617
130 25 310
388 898 571
358 763 161
365 218 779
315 869 813
238 41 628
257 413 826
327 513 917
788 510 860
386 773 651
578 951 806
932 185 153
7 281 274
681 897 74
235 828 545
909 151 755
242 765 224
151 782 910
3 891 147
22 594 204
637 219 869
819 217 90
690 950 252
474 790 317
711 407 517
170 184 390
287 534 192
777 348 606
810 820 927
595 186 729
760 908 867
142 342 968
610 574 147
699 606 532
895 365 971
167 200 415
559 356 711
186 481 573
105 144 417
414 315 791
744 364 365
934 329 41
440 817 574
712 146 231
601 377 452
954 629 198
441 282 777
114 450 298
954 292 695
535 93 971
469 38 838
467 275 348
883 432 979
604 721 610
201 786 626
759 405 235
268 392 939
181 247 41
361 336 407
309 525 101
128 657 432
425 426 943
813 856 876
63 443 693
613 73 506
174 279 720
485 746 148
800 87 293
312 665 753
229 66 564
491 641 701
81 915 158
743 355 789
566 516 626
422 295 536
954 687 481
790 480 707
298 54 990
957 14 998
397 596 65
296 796 581
126 749 333
179 259 544
49 849 971
700 825 100
342 954 49
743 157 95
700 874 818
3 910 6
464 98 877
116 891 604
880 551 462
276 683 212
876 2 342
25 402 957
602 829 563
321 176 660
499 280 644
347 255 924
595 296 770
784 294 946
182 365 543
332 645 650
364 501 584
313 786 475
